"Key","Item_Type","Publication_Year","Author","Title","Publication_Title","ISBN","ISSN","DOI","Url","Abstract_Note","Date","Date_Added","Date_Modified","Access_Date","Pages","Num_Pages","Issue","Volume","Number_Of_Volumes","Journal_Abbreviation","Short_Title","Series","Series_Number","Series_Text","Series_Title","Publisher","Place","Language","Rights","Type","Archive","Archive_Location","Library_Catalog","Call_Number","Extra","Notes","File_Attachments","Link_Attachments","Manual_Tags","Automatic_Tags","Editor","Series_Editor","Translator","Contributor","Attorney_Agent","Book_Author","Cast_Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed_Author","Scriptwriter","Words_By","Guest","Number","Edition","Running_Time","Scale","Medium","Artwork_Size","Filing_Date","Application_Number","Assignee","Issuing_Authority","Country","Meeting_Name","Conference_Name","Court","References","Reporter","Legal_Status","Priority_Numbers","Programming_Language","Version","System","Code","Code_Number","Section","Session","Committee","History","Legislative_Body"
"DLSJL2MH","report","2018","Okunogbe, Oyebola Motunrayo; Pouliquen, Victor","Technology, Taxation, and Corruption: Evidence from the Introduction of Electronic Tax Filing","","","","","https://papers.ssrn.com/abstract=3183494","Many e-government initiatives introduce technology to improve efficiency and avoid potential human bias. Electronic tax filing (e-filing) is an important example, as developing countries increasingly adopt online submission of tax declarations to replace in-person submission to tax officials. This paper examines the impact of e-filing on compliance costs, tax payments, and bribe payments using experimental variation and data from Tajikistan firms. Firms that e-file have lower compliance costs, spending five fewer hours each month on fulfilling tax obligations. There are no significant average effects of e-filing on tax or bribe payments, but significant heterogeneity exists across firms by their baseline likelihood of tax evasion. Among firms previously more likely to evade, e-filing doubles tax payments, likely by disrupting collusion with officials. Conversely, among firms less likely to have been evading, e-filing reduces tax payments, suggesting that officials had previously required them to pay more. These firms also pay fewer bribes, as e-filing reduces opportunity for extortion. In all, the results indicate that e-filing reduces compliance costs and makes the distribution of tax payments across firms arguably more equitable.","2018-05-22","2021-06-24 14:52:10","2021-06-24 14:52:58","2021-06-24 14:52:10","","","","","","","Technology, Taxation, and Corruption","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","BTMSI2017","","C:\Users\Ilias\Zotero\storage\TMEEME85\papers.html","","","De Facto Governments; Democratic Government; E-Government; Economic Adjustment and Lending; Economics and Finance of Public Institution Development; International Trade and Trade Rules; Macro-Fiscal Policy; Public Finance Decentralization and Poverty Reduction; Public Sector Administrative & Civil Service Reform; Public Sector Administrative and Civil Service Reform; Public Sector Economics; Tax Administration; Tax Law; Taxation & Subsidies","","","","","","","","","","","","","","","","","","","ID 3183494","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3S2DCMF","report","2021","Bergeron, Augustin; Tourek, Gabriel; Weigel, Jonathan","The State Capacity Ceiling on Tax Rates: Evidence from Randomized Tax Abatements in the DRC","","","","","https://papers.ssrn.com/abstract=3846228","How can developing countries increase the tax revenue they collect? In collaboration with the Provincial Government of Kasaï-Central, we study a policy experiment in the D.R. Congo that randomly assigned 38,028 property owners to different property tax liabilities. We find that status quo tax rates are above the revenue-maximizing tax rate (RMTR). Reducing the property tax rate by approximately 34% would maximize government revenue, by increasing tax compliance. We then investigate how responses to tax rates interact with enforcement. We exploit two sources of variation in enforcement — randomized enforcement letters and random assignment of tax collectors — and show that the RMTR increases with enforcement. Replacing tax collectors in the bottom quartile of enforcement capacity by average collectors would raise the RMTR by 42%. Tax rates and enforcement are thus complementary levers. While a naive government that sequentially implements the RMTR and increases enforcement would raise revenue by 61%, a sophisticated government that prospectively implements the post-enforcement RMTR would instead raise revenue by 77%. These findings provide experimental evidence that low government enforcement capacity sets a binding ceiling on the revenue-maximizing tax rate in some developing countries, and thereby demonstrates the value of increasing tax rates in tandem with tax enforcement to expand fiscal capacity.","2021-05-01","2021-06-24 14:49:59","2021-06-24 14:50:23","2021-06-24 14:49:59","","","","","","","The State Capacity Ceiling on Tax Rates","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","BTMSI2017","","C:\Users\Ilias\Zotero\storage\XUC9QD4F\papers.html","","","Augustin Bergeron; Gabriel Tourek; Jonathan Weigel; SSRN; The State Capacity Ceiling on Tax Rates: Evidence from Randomized Tax Abatements in the DRC","","","","","","","","","","","","","","","","","","","ID 3846228","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B8Z3YHJ","journalArticle","2014","Sippola, M.","Labour Migration in the Case of Estonia and Kyrgyzstan: Disillusionment with Lack of Opportunity in the Homeland","undefined","","","","https://www.semanticscholar.org/paper/Labour-Migration-in-the-Case-of-Estonia-and-with-of-Sippola/c2ba84f859ba397e093895a05aa59be4c217c856","This paper examines the both the conditions of Estonian migrant workers within the labour market of Estonia and Finland and the situation of Kyrgyz migrant workers within the Kyrgyz-Russian labour market. There are many parallels between these two cases. Kyrgyzstan is in the process of entering the Eurasian Union, of which Russia is already a member. Similarly, Estonia has entered the European Union (EU), of which Finland is a member state. The difference in average wages between the home and host country is significant in both cases. There is also a certain lack of employee &quot;voice&quot; in the home country workplaces, making &quot;exit&quot; an easier option and undermining &quot;loyalty&quot; to the home country. Moreover, domestic politics in both Estonia and Kyrgyzstan tend to treat labour migrants as pragmatic agents seeking to maximise their own economic gains and downplay the social nature of labour migration. In doing this, governments are only encouraging their citizens to look for work outside of the country. The mechanism by which this occurs varies from country to country; much depends on the specific variations of each home country. The outcome, however, is the same: long-term plans to work abroad or emigrate on a permanent basis due to disillusionment with one’s life prospects in the home country.","2014","2021-06-24 14:46:57","2021-06-24 14:47:59","2021-06-24 14:46:57","","","","","","","Labour Migration in the Case of Estonia and Kyrgyzstan","","","","","","","en","","","","","www.semanticscholar.org","","TSW2011","","C:\Users\Ilias\Zotero\storage\DZ2NC2UP\c2ba84f859ba397e093895a05aa59be4c217c856.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I5QDKDR3","book","2018","Ajwad, Mohamed; Gonzalez, Sarah","Jobs in the Kyrgyz Republic","","","","","","","2018-06-01","2021-06-24 11:32:05","2021-07-02 06:41:29","","","","","","","","","","","","","","","","","","","","ResearchGate","","BEEPS2003","","; C:\Users\Ilias\Zotero\storage\IQM8LLMX\Ajwad and Gonzalez - 2018 - Jobs in the Kyrgyz Republic.pdf","https://www.researchgate.net/publication/327049077_Jobs_in_the_Kyrgyz_Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7NDX8YAW","report","2015","Ajwad, Mohamed","The Skills Road: Skills for Employability in the Kyrgyz Republic","","","","","","This report analyzes the links in the Kyrgyz Republic between education, skills, and labor market outcomes. Using a unique household survey, the study finds that skills are valued in the Kyrgyz Republic labor market, yet skills gaps persist. Three findings are particularly noteworthy. First, higher skilled youth have better employment outcomes, meaning that youth with more cognitive and non-cognitive skills are more likely to be employed than inactive or discouraged youth. Second, workers with higher cognitive and non-cognitive skills are more likely to use those skills in their daily work. Third, workers with higher skills—cognitive skills especially—tend to have higher quality (formal sector, less repetitive tasks, less physical work) jobs. However, there are weaknesses in the way skills are formed in the Kyrgyz Republic. While skills are developed during different stages in the life cycle and a host of actors are involved—families, for example, play a central role—the education and training system has a mixed record in skill formation. The report argues that the government could shift some of its focus from providing access to educational institutions and instead focus on providing the skills (cognitive, non-cognitive, and technical) students need to succeed as adults. The government can also do more to get children off to the right start by investing in early childhood education where rates of return to investment are generally very high. Finally, more can be done to match the supply of skills with employer demand by improving information systems.","2015-07-10","2021-06-24 11:26:19","2021-06-24 11:27:00","","","","","","","","The Skills Road","","","","","","","","","","","","ResearchGate","","TSW2011","","; C:\Users\Ilias\Zotero\storage\RQVKB8JN\Ajwad - 2015 - The Skills Road Skills for Employability in the K.pdf","https://www.researchgate.net/publication/279959968_The_Skills_Road_Skills_for_Employability_in_the_Kyrgyz_Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XT3L7W7T","journalArticle","2020","Wigle, Jannah M; Akseer, Nadia; Mogilevskii, Roman; Brar, Samanpreet; Conway, Kaitlin; Enikeeva, Zalina; Iamshchikova, Mariia; Islam, Muhammad; Kirbasheva, Dilbara; Rappaport, Aviva I; Tasic, Hana; Vaivada, Tyler; Bhutta, Zulfiqar A","Drivers of stunting reduction in the Kyrgyz Republic: A country case study","The American Journal of Clinical Nutrition","","0002-9165","10.1093/ajcn/nqaa120","https://doi.org/10.1093/ajcn/nqaa120","Chronic malnutrition among infants and children continues to represent a global public health concern. The Kyrgyz Republic has achieved rapid declines in stunting over the last 20 y, despite modest increases in gross domestic product per capita.This study aimed to conduct a systematic, in-depth assessment of national, community, household, and individual drivers of nutrition change and stunting reduction, as well as nutrition-specific and -sensitive policies and programs, in the Kyrgyz Republic.This mixed methods study employed 4 inquiry methods, including: 1) a systematic scoping literature review; 2) retrospective quantitative data analyses, including linear regression multivariable hierarchical modeling, difference-in-difference analysis, and Oaxaca–Blinder decomposition; 3) qualitative data collection and analysis; and 4) analysis of key nutrition-specific and -sensitive policies and programs.Stunting prevalence has decreased in the Kyrgyz Republic, however, subnational variations and inequities persist. Child growth Victora curves show improvements in height-for-age z-scores (HAZ) for children in the Kyrgyz Republic between 1997 and 2014, indicating increased intrauterine growth and population health improvements. The decomposition analysis explained 88.9% (0.637 SD increase) of the predicted change in HAZ for children under 3 y (1997–2012). Key factors included poverty (61%), maternal nutrition (14%), paternal education (6%), fertility (6%), maternal age (3%), and wealth accumulation (2%). Qualitative analysis revealed poverty reduction, increased migration and remittances, food security, and maternal nutrition as key drivers of stunting decline. Systematic scoping literature review findings supported quantitative and qualitative results, and indicated that land reforms and improved food security represented important factors. Key nutrition-specific and -sensitive policies and programs implemented involved breastfeeding promotion, social protection schemes, and land and health sector reforms.Improvements in stunting were achieved amidst political and economic changes. Multilevel enablers, including poverty reduction, improved food security, and introduction of land and health reforms have contributed to improvements in health, nutrition, and stunting among children in the Kyrgyz Republic.","2020-09-14","2021-06-24 11:13:04","2021-06-30 14:03:27","2021-06-24 11:13:03","830S-843S","","Supplement_2","112","","The American Journal of Clinical Nutrition","Drivers of stunting reduction in the Kyrgyz Republic","","","","","","","","","","","","Silverchair","","MCS2018","","C:\Users\Ilias\Zotero\storage\N5ZBD3FW\5872357.html; C:\Users\Ilias\Zotero\storage\EKWLQZWQ\Wigle et al. - 2020 - Drivers of stunting reduction in the Kyrgyz Republ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9Y6USHW","journalArticle","2013","Piaro, Bemene","Assessment of the Impact of the Mercy Corps Kyrgyzstan Food for Education 2010 Program","Public Health Theses","","","","https://scholarworks.gsu.edu/iph_theses/282","","2013-05-17","2021-06-24 11:09:53","2021-06-24 11:10:21","","","","","","","","","","","","","","","","","","","","","","MCS2019","","C:\Users\Ilias\Zotero\storage\T5FSIK9K\282.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XHQZ9B6","webpage","2020","Walden, Jacob; Zhukov, Yuri M.","Historical Legacies of Political Violence","Oxford Research Encyclopedia of Politics","","","","https://oxfordre.com/politics/view/10.1093/acrefore/9780190228637.001.0001/acrefore-9780190228637-e-1788","""Historical Legacies of Political Violence"" published on  by Oxford University Press.","2020-11-19","2021-06-24 11:09:04","2021-06-24 11:09:21","2021-06-24 11:09:04","","","","","","","","","","","","","","en","","","","","","","ERPB2017","","C:\Users\Ilias\Zotero\storage\AWPE8TIQ\acrefore-9780190228637-e-1788.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NS68AES5","journalArticle","2020","Aghajanian, Alia; Justino, Patricia; Tranchant, Jean-Pierre","Riots and social capital in urban India","","","1798-7237","10.35188/UNU-WIDER/2020/799-6","https://www.wider.unu.edu/publication/riots-and-social-capital-urban-india","This paper explores the relationship between household exposure to riots and social capital in urban India using a panel dataset collected by the authors in the state of Maharashtra. The analysis applies a random-effect model with lagged covariates to estimate the exogenous effect of riots on social capital. Households living in neighbourhoods prone to riots are more likely to invest in bridging social capital by joining community organizations but reduce face-to-face contact with neighbours. These effects are driven largely by levels of neighbourhood social fragmentation in riot-prone neighbourhoods. There, the salience of social identity is also reduced as individuals attempt to reach out across social divisions. We interpret these results as indicating that households instrumentally use bridging forms of social capital as an insurance against potential future communal violence in socially fragmented contexts where conflicting social groups live alongside each other.","2020-04-03","2021-06-24 11:07:49","2021-06-24 11:08:12","2021-06-24 11:07:49","","","","","","","","","","","","","","","","","","","www.wider.unu.edu","","ERPB2017","","C:\Users\Ilias\Zotero\storage\AX33LQ5V\riots-and-social-capital-urban-india.html; C:\Users\Ilias\Zotero\storage\7ENJRT24\Aghajanian et al. - 2020 - Riots and social capital in urban India.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7955VN7E","report","2019","Bertoli, Andrew; Yin, George","Nationalism and Trade: Evidence from a Large Natural Experiment Involving the World Cup","","","","","https://papers.ssrn.com/abstract=3194308","Controversies like the ""Freedom Fries"" dispute between the United States and France over Iraq suggest that nationalistic tensions can disrupt international trade. We use a natural experiment to investigate this possibility. Building off recent research that uses international sports as a source of nationalism, we examine whether countries trade less with each other when they are randomly assigned to compete at the World Cup (n=3165 pairs). We find a notable effect, especially when soccer is the most popular sport for both sides. These results should heighten concerns about the potential for nationalistic antagonisms to disrupt global markets.","2019-03-08","2021-06-24 11:06:21","2021-06-24 11:06:35","2021-06-24 11:06:21","","","","","","","Nationalism and Trade","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","ERPB2017","","","","","Nationalism; Natural Experiment; Randomization Inference; Sports; Trade","","","","","","","","","","","","","","","","","","","ID 3194308","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZPSVR6Y","journalArticle","","Scacco, Alexandra; Warren, Shana S","Christian-Muslim Relations in the Shadow of Conflict","","","","","","In February 2000, large-scale Christian-Muslim riots shook the Nigerian city of Kaduna, killing thousands of people, and displacing tens of thousands more. Drawing on original survey data from a random sample of 300 young men living in particularly conﬂict-prone neighborhoods in Kaduna, we analyze patterns of Christian-Muslim relations ﬁfteen years after the February 2000 crisis. In this chapter, we argue that local exposure to deadly intergroup violence continues to have profoundly negative eﬀects on intergroup relations nearly two decades later. Kaduna residents on either side of the religious divide continue to exhibit high levels of mistrust and prejudice against members of the religious outgroup, and demonstrate substantial outgroup discrimination in behavioral games with real material stakes. We highlight three interrelated consequences of exposure to large-scale episodes of intercommunal violence, each of which complicates post-conﬂict reconciliation: (1) the erosion of intergroup trust, (2) the tendency that the violence increases local residential segregation along communal lines, and (3) lasting psychological eﬀects. We oﬀer micro-level evidence on each of these consequences from the Nigerian context, and caution against expectations that post-conﬂict communities should quickly bounce back from large-scale interreligious violence.","","2021-06-24 11:02:51","2021-06-24 11:03:03","","28","","","","","","","","","","","","","en","","","","","Zotero","","ERPB2017","","C:\Users\Ilias\Zotero\storage\KQFRCKZP\Scacco and Warren - Christian-Muslim Relations in the Shadow of Confli.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FS3S4HPS","journalArticle","","Reny, Tyler T.; Newman, Benjamin J.","The Opinion-Mobilizing Effect of Social Protest against Police Violence: Evidence from the 2020 George Floyd Protests","American Political Science Review","","0003-0554, 1537-5943","10.1017/S0003055421000460","https://www.cambridge.org/core/journals/american-political-science-review/article/opinionmobilizing-effect-of-social-protest-against-police-violence-evidence-from-the-2020-george-floyd-protests/C62FCC5556A43F0AE3CDA5EB6AFD3673","Does social protest following the police killing of unarmed Black civilians have a widespread “opinion-mobilizing” effect against the police? Or, does the racialized nature of these events polarize mass opinion based on standing racial and political orientations? To answer these questions, we use a large dataset comprised of weekly cross sections of the American public and employ a regression discontinuity in time (RDiT) approach leveraging the random timing of the police killing of George Floyd and ensuing nationwide protests. We find that the Floyd protests swiftly decreased favorability toward the police and increased perceived anti-Black discrimination among low-prejudice and politically liberal Americans. However, attitudes among high-prejudice and politically conservative Americans either remained unchanged or evinced only small and ephemeral shifts. Our evidence suggests that the Floyd protests served to further racialize and politicize attitudes within the domain of race and law enforcement in the U.S.","undefined/ed","2021-06-24 11:01:38","2021-06-24 11:02:04","2021-06-24 11:01:38","1-9","","","","","","The Opinion-Mobilizing Effect of Social Protest against Police Violence","","","","","","","en","","","","","Cambridge University Press","","ERPB2017","","C:\Users\Ilias\Zotero\storage\4TJ6JI8P\Reny and Newman - The Opinion-Mobilizing Effect of Social Protest ag.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZ7VN428","thesis","2019","Pouliquen, Victor; Gurgand, Marc","The Impact of Economic Institutions on Small Firms in Developing Countries","","","","","https://www.theses.fr/2019EHES0190","Dans les pays en développement, les institutions économiques sont souvent défaillantes. Cela se traduit par des problèmes structurels tels que l’omniprésence du secteur informel, la corruption généralisée et l’incapacité des États à collecter les impôts. Cette thèse porte sur les politiques publiques permettant d’améliorer le fonctionnement des institutions économiques. Elle se focalise sur deux questions : (1) Quels sont les effets des politiques de réduction de l’informalité ? et (2) Comment les nouvelles technologies affectent la collecte des taxes ? Le premier chapitre étudie à l’aide d’une expérimentation aléatoire l’introduction d’un statut légal facilitant la formalisation des petites entreprises au Bénin. Afin de rendre ce statut attractif le gouvernement l’a accompagné d’incitations supplémentaires créés pour amplifier les bénéfices potentiels de la formalisation. Nous trouvons que très peu d’entreprises se formalisent lorsqu’elles reçoivent uniquement de l’information sur le nouveau statut. Cependant, lorsque l’information est combinée aux incitations, la formalisation augmente de 16,3 points de pourcentage. En revanche, les effets sur les performances des entreprises sont limités, et le coût des incitations est supérieur au total des impôts qu’elles paieront pendant les 10 prochaines années. Enfin, nous montrons comment un ciblage sur les entreprises ayant des caractéristiques proches des entreprises déjà formelles améliorerait l’efficacité de ce type de programme. Le second chapitre étudie l’impact de la formalisation sur les relations intra-ménages, toujours au Bénin. Dans ce contexte, la formalisation renforce les droits de propriété et clarifie au sein des ménages qui est le propriétaire légal de l’entreprise, et qui la gardera en cas de divorce. L’effet causal de la formalisation est identifié à l’aide de l’expérimentation aléatoire déjà utilisée pour le premier chapitre. Nous trouvons que les entrepreneurs s’étant formalisés ont plus de contrôle les ressources de leur ménage. Ils ou elles contribuent proportionnellement moins aux dépenses du ménage et transfèrent moins d’argent à leur partenaire. Deuxièmement, en utilisant un jeu comportemental dans lequel les entrepreneurs peuvent cacher un transfert monétaire à leur partenaire, nous trouvons que les femmes qui se sont formalisées cachent davantage à leur mari. A l’aide d’un modèle théorique, nous montrons que ce résultat est compatible avec l’idée que les femmes ne sont pas libres d’investir comme elles le souhaiteraient dans leur entreprise et doivent le faire secrètement. Notre conclusion est que la formalisation a des effets importants sur les dynamiques intra-ménage. Le troisième chapitre utilise une expérimentation aléatoire conduite au Tadjikistan pour étudier l’impact d’un système permettant aux entreprises de déclarer leurs taxes en ligne plutôt que de soumettre un formulaire en personne. Nous trouvons que ce système réduit le temps passé par les entreprises pour remplir leurs obligations fiscales de 5 heures par mois. Nous ne trouvons pas d’effets sur le montant des impôts payés ni sur le versement de pots-de-vin. En revanche, l’absence d’effets moyens masque une importante hétérogénéité. Les entreprises le plus susceptibles de faire de l’évasion fiscale dans le système précédent payent davantage d’impôts quand elles déclarent en ligne, probablement car elles ne peuvent plus entrer en collusion avec les agents des impôts. À l'inverse, les entreprises qui étaient les moins susceptibles de faire de l’évasion, payent moins des taxes quand elles déclarent en ligne, suggérant qu’elles étaient forcées de payer plus d’impôts avant. Ces entreprises paient également moins de pots-de-vin, ce qui suggère que déclarer en ligne offre une protection contre le risque d'extorsion de la part des agents du fisc. Notre conclusion est que permettre la déclaration des taxes en ligne a rendu l’appareil fiscal à la fois plus efficace et plus juste.","2019-12-10","2021-06-24 10:51:19","2021-06-24 10:51:47","2021-06-24 10:51:19","","","","","","","","","","","","Paris, EHESS","","","Licence Etalab","These de doctorat","","","theses.fr","","BTMSI2017","","","","","Droits de Propriétés; Économie souterraine; Electronic Tax Filing; Impôt; Impôt -- Recouvrement; Informalité; Informality; Innovations technologiques; Intra-Household Relationships; New Technologies; Nouvelles Technologies; Paiement en ligne des Taxes; Petites Entreprises; Petites et moyennes entreprises; Property Rights; Propriété; Relations Intra-Ménage; Small Firms; Taxation","","","","Gurgand, Marc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
